Username,Twitter Handle,Timestamp,Comments,Retweets,Likes,Text
Saxo Markets HK,@SaxoHongKong,2023-03-02T09:54:18.000Z,,,1,"Let's check our the most popular stocks traded in Feb 2022 by #SaxoMarketsHongKong clients.
Read #SaxoStrats insight and get some trading ideas : http://spr.ly/60123aU08

#Saxobeinvested #SaxoTraderGO #Saxostrats #TSLA #AAPL #GOOG #AMZN #MSFT"
メカタナ | エンジニア投資家,@mekatanamaya,2023-03-01T22:30:30.000Z,,,,"おはようございます。 

Appleは-1.42%

一枚目：日足　移動平均
二枚目：日足　ポリンジャーバンド
三枚目：日足　一目均衡表
四枚目：月足　移動平均

#AAPL #Apple"
フィニット@ITエンジニア + 金融,フィニット@ITエンジニア + 金融,2023-03-01T22:00:32.000Z,,,,"#米国株 #AAPL
             companyName：Apple Inc.
            株価：145.31$
            値動き($)：-2.1$
            値動き(%)：-1.425%"
Red,@redchair_,2023-03-01T21:52:14.000Z,,,,#pricepredictions #XRP #XLM #Algorand #HBAR #XDC  #CryptoTwitter #markets #AAPL #REA let haters do their job #hatersgonnahate
ivan colasanti,@ivan_colasanti,2023-03-01T21:38:28.000Z,,,,#tsla investor day is the new #aapl keynote
Elliottwave Forecast,@ElliottForecast,2023-03-01T20:58:41.000Z,,,,"$AAPL view from 02.28.23 pre market update expected new lows within wave ((iii)) of (C) of ((2)). Learn more about #AAPL by becoming a member at: https://elliottwave-forecast.com 
#Elliottwave #Stockmarket #Trading"
Manisha,@trader_manisha,2023-03-01T20:48:22.000Z,,1,1,"$AAPL target completed today.
#AAPL #SwingTrading"
Guol Retuit Yornal,@AndresConstabel,2023-03-01T15:38:21.000Z,,,2,#AAPL si entra a caminar para ese lado...mamá
Donald Evans,@donieguy,2023-03-01T15:31:36.000Z,2,,,#Bitcoin will surpass #AAPL’s market cap in 2025. #Apple is currently around $2.3 trillion and #BTC is around $450 billion today. History will be made.
いい株まとめ,@iikabumatome,2023-03-01T15:01:36.000Z,,,1,"貯金をほぼすべてアップルとマイクロソフトの株に変換したぜ

#投資 #株 #米国株 #AAPL #MSFT #オールカントリー #株価 #ランダムウォーク"
Danieldaytrades,@Danieldaytradez,2023-03-01T14:50:04.000Z,1,1,7,#aapl long for gap fill from yesterdays close
Randy Frederick,@RandyAFrederick,2023-03-01T14:32:33.000Z,,,1,"#options
#OptionsTrading
http://Schwab.com/RandyFrederick
In early morning options action, equity names among the top 10 most actives today include: #TSLA, #AAPL, #AMC, #RIVN, #NIO, #NVDA"
京ノ介,@alpine1600sc,2023-03-01T14:08:16.000Z,1,,,AAPL - #AAPL TradingView
Marc Baier,@_geekjournal_,2023-03-01T08:26:14.000Z,,3,9,I am as excited for #Tesla investor day as I was in the old days when #stevejobs would announce new #AAPL products. Maybe we will get #onemorething? #tsla $TSLA #ElonMusk #TeslaInvestorDay
"Ketul Sakhpara, CFA",@ketulsakhpara,2023-03-01T04:57:39.000Z,,,,"Smartphone sales change based on price category. The $1000 and above (primarily iPhones) was the only segment that grew. Customers in this segment seem to have ignored inflation concerns which hurt the rest of the categories.
#iphone #smartphone #aapl #samsung #StockMarket"
Jesse Taylor,@__ShoNuff_,2023-03-01T03:45:57.000Z,,4,9,"$SPY provided a nice opportunity to go short. Just had to be paytient. Market Structure changed the way I look at charts.  #AAPL #SPY #QQQ 
@RoyalTradingA
 Walked thru this trade live on VC with 
@StutterBugg10"
상큼앙시미,@ddooksomeplace,2023-03-01T03:22:27.000Z,,,,#AAPL
NIGHTTIGER,@NightTiger_JPN,2023-03-01T03:18:27.000Z,,,,"前日比 -9.68ドル

#米国株投資記録
#投資初心者
#QQQ $QQQ
#VTI $VTI
#AAPL $AAPL
#CVX $CVX
#KO $KO
#MCD $MCD
#MNOV $MNOV
#SPYD  $SPYD"
Trading Capital,@Trading1Capital,2023-03-01T01:09:58.000Z,1,,,"$Apple Bearish Daily Close  #AAPL 

On watch for a technical daily breakdown could be confirmed tomorrow. If this stock starts to faulter the markets will be in trouble."
Investall,@InvestallAI,2023-03-01T00:55:55.000Z,,,,$AAPL ($146.9) has 1st support at $164.92 and the 1st resistance at $173.19. It is estimated that #AAPL will be traded between $158.72 and $146.51 in 3 months. Download the Investall App to see full forecast and automate your trading https://investall.ai
Shake&Bake,@tymuse50,2023-03-01T00:27:50.000Z,,,3,"Tested a new set up this month. Think I'll be focusing on it a little more in my main acct. 

#SPY #TSLA #ES_F #AAPL"
WallStreet.io,@WallStreet_io,2023-02-28T19:05:04.000Z,,,, Trade Confidently  #stocks #stockmarket #AAPL $AAPL #options #stockoptions #daytrading #daytrader #trading
Stock King Options,@stockkingoption,2023-02-28T19:04:34.000Z,,,,"$AAPL Stock options trading made simple with entry and exit signals #AAPL
-
 28% Profit
-
 Join our Platinum Trading Room. 
-
Link in bio or DM us to join.
-
#Stockoptions #stockoptionstrading #stockoption #stockmarket #startinvesting #stockmarkettips #optionstrader #optio…"
Larry Dickinson,@LarryDDickinson,2023-02-28T18:10:56.000Z,,,2,"OMG! This is one of the dumbest moves the Canadian government could make. Rolling the dice on a sure thing to risk losing a bundle of OUR $$ on a billionaire wing nut!

Canada Pension Plan Sells 85% of Apple Stake, Buys Tesla Instead https://iphoneincanada.ca/news/canada-pension-plan-sells-85-of-apple-stake-buys-tesla-instead/… #AAPL #tesla"
Randy Frederick,@RandyAFrederick,2023-02-28T14:39:09.000Z,,,1,"#options
#OptionsTrading
http://Schwab.com/RandyFrederick
In early morning options action, equity names among the top 10 most actives today include: #TSLA, #AAPL, #AMC, #META, #TGT, #ZM, #NVDA"
"Simon, o Bot",@fintwitbr,2023-02-28T14:36:54.000Z,,,,"Fornecedores da Apple aceleram planos para transferir produção para fora da China
 (Valor)
#AAPL #AAPL34"
م.أبو سعود,@abosssaud,2023-02-28T14:34:24.000Z,,,,"خلوه يكسر بس 
#AAPL"
Cryptostacker,@Hipotential,2023-02-28T14:28:35.000Z,,,1,"#CAREERS 
@Polkadot
#Developers #programmers
#WebDeveloper #SoftwareEngineer
#FrontEnd #FullStack #Javascript 
#CareerDevelopment #education #webdevelopment #blockchain #Jobs #NVDA #AAPL #GOOG #META #CISCO #IBM #MSFT #Crypto #jobseeker #web3jobs #Web3 #startup #backend #SOLIDITY"
Barati,@Barati901,2023-02-28T14:17:00.000Z,,,,"$AAPL #AAPL 
Calls: 
at $147, or 
above $149.50
Puts:
below $147.05 or 
at $149.50-$150 if we get rejected"
KODAFX勉強中,@FIBO71260333,2023-02-28T14:07:00.000Z,1,,7,"MAの角度を色分けできるインジ
　#TradingView　

Moving Average Colored EMA/SMA - #AAPL TradingView"
Barati,@Barati901,2023-02-28T14:03:27.000Z,,,1,"$AAPL #AAPL 
Calls: 
at $147, or 
above $149.50
Puts:
below $147.05 or 
at $149.50-$150 if we get rejected 

$SPY #SPY  
Calls:
above $401.25
Puts:
below $396, or 
at $401 if we get rejected"
smtraderCA,@smtraderCA,2023-02-28T14:02:12.000Z,,1,1,"This week's analysis of the #FAANG+ stocks #AAPL #TSLA $NFLX $GOOGL $META $MSFT $NVDA
substack newsletter:"
banaodaklan,@Makarabuy,2023-02-28T07:38:18.000Z,,,3,#tsla #varant #aapl
GIRGIRINA (CİHAN T.),@varantking,2023-02-28T07:35:57.000Z,1,9,46,"CANIMIZ SIKILMASIN TUFİİİ 

#bist100 #varant #viop #borsa 
#aapl #tsla #sasa #sıse #hekts 
#28Subat"
Argentum_portfolio,@aktiekungen10,2023-02-28T06:51:25.000Z,,,9,"It looks advanced and for sure is very advanced and awesome in many ways! #MWC2023 
@SiversSemicond
 @NXP
 #5g #photonics #future #booth #sverige #twitter #tsla #aapl #MSFT #computer #tv #demo #sive #omx #nasdaq #sivers"
NIGHTTIGER,@NightTiger_JPN,2023-02-28T06:24:14.000Z,,,,"前日比 +12.61ドル

#米国株投資記録
#投資初心者
#QQQ $QQQ
#VTI $VTI
#AAPL $AAPL
#CVX $CVX
#KO $KO
#MCD $MCD
#MNOV $MNOV
#SPYD  $SPYD"
BOBPAC,@Eeel_O,2023-02-28T06:21:56.000Z,,,,#Aapl #varant
GIRGIRINA (CİHAN T.),@varantking,2023-02-28T06:17:11.000Z,,8,41,"#ANDROİD VAR YERSEN 

#AAPL VAR SEVERSEN 

#BİST100 #VARANT #VİOP #TSLA #TESLA"
Gap Up,@gapup69,2023-02-28T06:06:25.000Z,,,1,"APPLE - #AAPL chart on 
@TradingView"
Arrowz,@TanArrowz,2023-02-28T02:08:26.000Z,,,,"She pointed to #AAPL’s disclosure that 95% of iCloud users enable MFA, a highly recommended security measure. Easterly said the high adoption rate is a result of #AAPL making MFA the default."
pedromariani,@pedrohmariani,2023-02-28T01:37:15.000Z,,,,"Segundo a VandaTrack, os investidores de varejo dos EUA adicionam cerca de $ 1,5 bilhões no mercado todos os dias.
As ações que mais receberam aporte em 2023:

#TSLA - $ 9,75 B
#SPDR - $ 3,57 B
#AMZN - $ 1,79 B
#AAPL - $ 1,67 B
#NVDA - $ 1,37 B"
KT_FX,@ktwj_fx,2023-02-28T01:20:04.000Z,,,,"AAPL Analysis - #AAPL chart on 
@TradingView"
م.أبو سعود,@abosssaud,2023-02-27T19:21:17.000Z,,,,#AAPL ي قاب اب او داون ،، منطقة فيها النزول او الصعود قوي
I'm_Your_슈퍼다니티ft.รักพี่แดนเสียยิ่งกว่าใคร,@Lili_1988_,2023-02-27T19:08:54.000Z,1,,1,"หาฟิคอ่าน เลยจิ้มเล่นๆ เห็นชื่อน่ารัก แต่ครับตับแตก
ปะป๊าปอเช่ | nielong (mpreg) #readAwrite #AApl #AAPL #เนียลอง #nielong"
Zulqarnain,@Zulqarni_bgwin0,2023-02-27T18:56:10.000Z,,,1,"CNBC: How many times did these companies mention AI in their latest conference calls:

◦Nvidia: 75 times #NVID
◦Google: 62 times #GOOGL
◦Facebook: 33 times #META
◦Microsoft: 31 times #MSFT
◦Apple: 2 times #AAPL
◦Amazon: 0 times #AMZN"
Coingraph | News,@CoingraphNews,2023-02-27T18:51:18.000Z,1,5,13,"CNBC: How many times did these companies mention AI in their latest conference calls:

◦Nvidia: 75 times #NVID
◦Google: 62 times #GOOGL
◦Facebook: 33 times #META
◦Microsoft: 31 times #MSFT
◦Apple: 2 times #AAPL
◦Amazon: 0 times #AMZN"
Cryptostacker,@Hipotential,2023-02-27T18:49:19.000Z,2,,1,"#CAREERS 
@Polkadot
#Developers #programmers
#WebDeveloper #SoftwareEngineer
#FrontEnd #FullStack #Javascript 
#CareerDevelopment #education #webdevelopment #blockchain #Jobs #NVDA #AAPL #GOOG #META #CISCO #IBM #MSFT #Crypto #jobseeker #web3jobs #Web3 #startup #backend #SOLIDITY"
4Chaarti$t,@MallSeth,2023-02-27T16:20:01.000Z,,,1,"Buying OTM puts for QQQ now with SL 298
#QQQ #spy #StockMarket #stocks #aapl #OptionsTrading #optiontrading #Buying #WallStreet #wallstreetbets #4chaartist #QQQ #NYSE"
Unusual Paper,@unusualpaper,2023-02-27T16:01:02.000Z,,,2,"UNUSUAL PAPER #OptionsFlow
$AAPL
$140.00 PUT
EXPIRES = 01/19/2024
SIZE = 270
OI = 28,578
COST = $286,740
STOCK PRICE = $147.98
#AAPL #options #stockmarket #trading #stocks #stockstowatch #unusualoptions"
Fyzance,@Fyzance,2023-02-27T12:30:30.000Z,,,,"Apple : hausse vers 172$ - graphique #AAPL sur 
@TradingView"
BingX ( ),@BingXGerman,2023-02-27T11:24:51.000Z,1,3,4,"Jetzt auch Aktien bei BingX Standard Futures handeln! 

Hier geht es zum Beispiel zu den #AAPL (Apple) Futures: https://bingx.com/de-de/futures/stocks/AAPLUSD/…

Erstmal nur mit #TSLA, #GOOG, #AAPL, #AMZN, #INTC, #MSFT, #LYFT, #PLTR, $F, #FSLY. Wird aber bald erweitert werden "
Michael Kramer,@MichaelK_Trader,2023-02-27T09:16:06.000Z,,1,,"#aapl up or down? There was a big rise in the early stage, and the recent callback was supported at $146. At this time, there are two possibilities. Do you know what will happen?

#investing
#finance
#Trading
$GOOG
$AAPL
$NVDA
$TSLA"
Jeramiah Phillips,@JeramiahPhilli3,2023-02-27T09:00:16.000Z,,,,"#AAPL 
готовьте бабло на iPhone 15  — 9to5Mac (https://9to5mac.com/2023/02/22/exclusive-iphone-15-cads-reveal-larger-6-2-inch-display-dynamic-island-and-more/…)"
Desirae Franco,@DesiraeFranco,2023-02-27T08:55:36.000Z,,,,"#AAPL #ar #vr 
Apple впервые подключила компанию из КНР (Luxshare) к разработке устройств дополненной реальности — Nikkei"
Royel-ESS,@royel_ess,2023-02-27T06:16:36.000Z,,,,"#Royel’s Sales Director, Ms Ciara, attended #AAPL-2023 Annual Award & Product Launch by #Fronus Solar Energy and introduced our brand and products to the attendees.

Contact Royel advisors to learn more: sales@royel-ess.com

#annualday #Alhamdulillah #Peshawar"
Abu_Ahmad..,@AbuAhmad9193,2023-02-27T06:15:28.000Z,,,,"تحديث $AAPL #AAPL على الشارت اليومي
السهم #القيادي يتداول عند مناطق دعوم مهمه
#السوق_الامريكي"
APO Investments Trading,@apoinvestment,2023-02-27T05:14:28.000Z,,,,"Starting 
@Maventrading
 20k and 50k challenge next tomorrow, like the fact they're a crypto based prop firms. Might post a few of my setup here to journal 

#AAPL #AMZN #FB #GOOG #MSFT #TSLA #SPX #NDX #BTC #ETH #XRP #LTC"
Stock Dividend USA,@DividendUsa,2023-02-26T15:00:00.000Z,,,,https://fool.com/investing/2023/02/26/better-buy-apple-stock-vs-disney-stock/…  #AAPL #DIS #News
Krypto Kommando™,@KryptoKommando,2023-02-26T14:14:28.000Z,,,,"After #BTC put in four consecutive large red candles, selling finally tapered off yesterday. First green candle now printing.

But the reprieve is not likely to last more than a couple of days before #Bitcoin resumes its downtrend w/ the rest of risk-on assets like #AAPL & #TSLA."
Spitha91,@spitha914,2023-02-26T13:58:08.000Z,,,3,"[株アプリ] 毎週前進
再びデプロイ失敗。
気持ち入れ替えて経済指標も追加。
#streamlit #AAPL #Plotly"
Abel A. Colunga,@abelac62,2023-02-26T13:09:40.000Z,,2,17,"#AAPL El fuerte rebote ha tenido rechazo en la resistencia de 157,04. En primera instancia debería caer hasta niveles Fibonacci del rebote. Recordar que está en canal descendente. Los indicadores tienen bastante recorrido a la baja."
The Investors Side,@InvestorsSide,2023-02-26T08:35:11.000Z,,1,2,"Understanding that the internet would change everything in the late 90s would have made you a millionaire if you bought $AMZN, #GOOGL, #AAPL or #MSFT. 

All you had to do was recognise the innovation and diversify.

We are here again, don’t screw it up… 

#Crypto #AI"
米国株ETFまとめ速報,@beikokukabu_etf,2023-02-25T18:00:32.000Z,,,3,"#AAPL #Apple #アップル #日本株 #米国株
タイムリープワイ「アップル株を全力で買え！」15年前ワイ「うん！！」
https://beikokukabu-etf-matome.com/archives/14468021.html…"
Consistent Trades,@CTConsistentT,2023-02-25T17:10:29.000Z,,,,"AAPL will not reach ATH for a decade - #AAPL chart on 
@TradingView"
dilutiondog,@dilutiondog,2023-02-25T16:52:07.000Z,,,,"Investment reports in 2024 be like…

#TSLA 
#MSFT 
#AAPL 
#ZUO 
#NFLX 
#META 
#GOOG 
#TGT 
#COIN "
MSP - Market Swing Player,@MarketSwingPlay,2023-02-25T15:07:56.000Z,1,,1,"I used that new MSP Spread ALGO trading #AAPL on Friday near support and knew the price was not going much lower and it did not but chopped all day.

I went long but the price churned instead after a $1 pop. $AAPL

So the spread ALGO is great. You know the price is near a limit."
Muathe,@muathe,2023-02-25T15:06:13.000Z,,1,1,"[ *VIDEO* ]   Fresh Lows Coming (Soon)? Stocks, Bitcoin

https://youtu.be/ADDRerTsvnI

#QQQ, #SPY, #QLD, #VXX, #IWM, #XLK, #TNA, #TZA, #SMH, #SQQQ, #VT, #DGRO, #EURN, #IJR, #VGK, #EZU, #IXUS, #XLC, #ARKK, #NFLX, #AMZN, #AAPL, #MSFT, #Bitcoin, #Ethereum, #Cryptos"
Tyrese Simon,@TyreseSimon8,2023-02-25T14:53:47.000Z,,,,"Билл Гейтс: гонка ИИ представляет угрозу для Google (#GOOGL) , а также «перетасует» рынки Amazon (#AMZN), Microsoft (#MSFT) и Apple (#AAPL)"
Trey,@dwarftrey,2023-02-25T14:17:41.000Z,,,1,$AAPL #AAPL Daily Candles. Double Top. On the Aug. 22' Swing H AVWAP at moment. Do we move down to the YTD AVWAP....? Side Note: This past week we broke down from through the upward support.
Dividend Stocks,@DividendStockss,2023-02-25T13:00:46.000Z,1,1,9,"I'm amused when stocks like Apple, Pepsi, Microsoft, McDonald's, Johnson & Johnson, etc. are called ""stocks for beginning investors"". 

Just a stupid trap. They're great stocks to hold forever and to get rich in a low-risk way.

#AAPL #PEP #MSFT #MCD #JNJ #DGI #quality"
Pietro Ventani,@PietroVentani,2023-02-25T09:59:58.000Z,,,1,"Brace for impact: #AAPL likely to be the sign of the final market capitulation given its huge weighting on indexes. Technically, the stock may plummet 20-30% as the proverbial ""Fat Lady"" sings the end of the easy-money fueled era for equity markets #SP500 #equities"
空白のソラ,@nikubolove,2023-02-25T06:50:25.000Z,,,1,"appleのティムクックは、10-12の悪化をドル高原因だと説明していた。今年もFRBのドル高志向は変わらないだろうから、appleの四半期決算は、毎期良くないと思われる。
#aapl $aapl"
Highly Favored,@HighlyFavrrd,2023-02-25T06:26:02.000Z,,,,Getting out of #AAPL  it’s been a VERY good run 
Charts-NO-Trades,@charts_notrades,2023-02-25T04:01:49.000Z,,,,"$AAPL

If 146 does not hold
138 could be next

#AAPL #stocks #charts"
メカタナ | エンジニア投資家,@mekatanamaya,2023-02-24T22:30:26.000Z,,,1,"おはようございます。 

Appleは-1.8%

一枚目：日足　移動平均
二枚目：日足　ポリンジャーバンド
三枚目：日足　一目均衡表
四枚目：月足　移動平均

#AAPL #Apple"
フィニット@ITエンジニア + 金融,フィニット@ITエンジニア + 金融,2023-02-24T22:00:32.000Z,,,1,"#米国株 #AAPL
             companyName：Apple Inc.
            株価：146.71$
            値動き($)：-2.69$
            値動き(%)：-1.801%"
CryptoSphere,@CryptoSphere12,2023-02-24T21:46:00.000Z,,1,2,"#CAREERS 
@MoonbeamNetwork
#Developers #programmers
#WebDeveloper #SoftwareEngineer
#FrontEnd #FullStack #Javascript 
#CareerDevelopment #education #webdevelopment #blockchain #Jobs #NVDA #AAPL #GOOG #META #CISCO #IBM #MSFT #Crypto #jobseeker #web3jobs #Web3 #startup #backend"
Michael Blackwood,@MichaelBW80,2023-02-24T21:22:04.000Z,,,1,"$AAPL #AAPL 
#TradingView #Stocks #Cryptos"
ItzStockChartz,@itzstockchartz,2023-02-24T20:52:18.000Z,,,,$AAPL #AAPL
ghandiz,@StevieGhandiz,2023-02-24T20:40:00.000Z,,,,"nice weekly close incoming for $AAPL 

#AAPL #SPX"
Stock Dividend USA,@DividendUsa,2023-02-24T16:00:00.000Z,,,,https://fool.com/investing/2023/02/24/this-supercharged-nasdaq-stock-is-up-35-in-2023/…  #AAPL #CRUS #News
SurTrader,@SurTrader,2023-02-24T15:59:35.000Z,,1,,"Check out my #AAPL analysis on 
@TradingView
:"
Investall,@InvestallAI,2023-02-24T15:55:55.000Z,,,,$AAPL ($146.005) has 1st support at $164.92 and the 1st resistance at $173.19. It is estimated that #AAPL will be traded between $158.72 and $146.51 in 3 months. Download the Investall App to see full forecast and automate your trading https://investall.ai
DARTH TRADER,@real_darth_trdr,2023-02-24T15:41:21.000Z,,,2,"what would you do if you had this information well in advance
$SPX $SPY #TSLA #AAPL #DayTrading"
عقود الاوبشن عكوس,@ak22323,2023-02-24T15:32:43.000Z,1,2,5,"بالقناه العامه اخذنا عقدين call &put
عقد call اخذناه من تحت وحقق 130%
عقد put اخذناه من فوق وحقق 340%
#AAPL #سباكس #اوبشن"
Eschew obfuscation,@CuJoYYC,2023-02-24T15:28:59.000Z,,,,"Stolen copies. Pirate copies soft sells the act of theft. Just because a thief can't see from whom they're stealing, it's still theft. Pirates and piracy are seen as swashbuckling, romantic heroes thanks to Hollywood. 
#Apple #AAPL #TheftIsTheft #PiracyIsTheft"
Upper,@Upper_Capital,2023-02-24T09:37:21.000Z,3,1,9,"Daily News Highlight
Custodia Bank's Request for Fed Supervision is Rejected by the US Federal Reserve

Read more here
https://fameex.com/en-US/news/custodia-banks-request-for-fed-supervision-is-rejected-by-the-us-federal-reserve…

#Polygon #Solana #Cryptocurency #AAPL #SPX #Airdrop #BONE #ChatGPT $OP $STX $THETA #Binance #Ethereum #NFT"
Donald IT,@donaldnguyenit,2023-02-24T08:23:16.000Z,,,,"Legendary investor Warren Buffet has increased the share of #AAPL in his portfolio to an astounding $116 Billion, making the tech giant the largest holding in his portfolio. This move shows Buffet's confidence in Apple's long-term success and is a testament"
Donald IT,@donaldnguyenit,2023-02-24T08:23:09.000Z,,,,"Investors have been discussing #AAPL on WallStreetBets for several days. The stock has seen positive sentiment, with many speculating that it could be a good long-term investment. Whether or not it will be a success remains to be seen."
Donald IT,@donaldnguyenit,2023-02-24T08:23:03.000Z,,,,Take a look at the technical analysis of $AAPL stock with #Stockoftheday! Check out the YouTube Ar video for more info on the #AAPL stock performance. #investing #stocks #AAPL
Donald IT,@donaldnguyenit,2023-02-24T08:22:57.000Z,,,,It's time to make a move on $AAPL! Stock is soaring to new heights and now is the time to get on board the #AAPL train. #stock #stockmarket #Apple
Donald IT,@donaldnguyenit,2023-02-24T08:22:51.000Z,,1,1,Apple's $AAPL recently announced a new plan to capitalize on its platform by introducing more ads. This move could result in more money for the tech giant. #AppleStock #AAPL #Ads
Donald IT,@donaldnguyenit,2023-02-24T08:22:45.000Z,,1,,#AAPL has been seeing a lot of attention on WallStreetBets recently! People are discussing the stock and its potential for growth. It's exciting to see so much enthusiasm in the market! #StockMarket #WallStreetBets #Investing
Donald IT,@donaldnguyenit,2023-02-24T08:22:39.000Z,1,1,,#AAPL is trending on Wall Street Bets! Investors are seeing an increase in discussion and activity around the stock over the last 24 hours. Stay up-to-date with the latest news and trends in the market! #WallStreetBets #Investing #StockMarket
Donald IT,@donaldnguyenit,2023-02-24T08:22:33.000Z,,,,"Apple Inc. ($AAPL) might be in trouble. After hitting a double top, the stock is struggling to hold resistance. If it can't retake this level, $140 may be in sight. #AAPL #stocks #investing #trading"
Donald IT,@donaldnguyenit,2023-02-24T08:22:27.000Z,,,,Jump on the #Apple train now! Their stock value is soaring to new heights and investing in $AAPL has never been easier. Get in the game and watch your portfolio grow! #AAPL #investing #stocks
Apple Stock Bot,@AAPL_moves,2023-02-23T23:15:07.000Z,,1,1,"Apple Inc price at close, 2023-02-23, is 149.4. #apple #AAPL"
TopTradingSignals,@TopTradingSign1,2023-02-23T23:12:51.000Z,,,,"APPLE Resistance Cluster! Sell! - #AAPL chart on 
@TradingView"
Ivy Bess,@bess_ivy,2023-02-23T23:01:52.000Z,,,,$AAPL Apple Inc price at close today is $149.4  #aapl #applestock #nasdaq
メカタナ | エンジニア投資家,@mekatanamaya,2023-02-23T22:30:28.000Z,,,,"おはようございます。 

Appleは+0.329%

一枚目：日足　移動平均
二枚目：日足　ポリンジャーバンド
三枚目：日足　一目均衡表
四枚目：月足　移動平均

#AAPL #Apple"
StockProphecy,@Stock_Prophecy,2023-02-23T22:25:43.000Z,,,,"$AAPL Apple Inc.: Reference Price 165.3, 1 Year Prediction 121.32, Potential -27.0%, #AAPL"
NIGHTTIGER,@NightTiger_JPN,2023-02-23T22:01:48.000Z,,,1,"前日比 +20.78ドル

#米国株投資記録
#投資初心者
#QQQ $QQQ
#VTI $VTI
#AAPL $AAPL
#CVX $CVX
#KO $KO
#MCD $MCD
#MNOV $MNOV"
AAPL,@AAPLOnline,2023-02-23T19:33:00.000Z,,,,"Join our community of real estate entrepreneurs &amp; private lending professionals who are receiving valuable information about the industry. 

Sign up  https://rpb.li/iwLJ

#AAPL #YourAssociationAtWork #privatelender #newsletter #email #signup"
Muhammad Sohaib,@MSohaib4545,2023-02-23T18:55:54.000Z,,,1,"Alhamdulillah
Winner  of the year 2022
General Electronics and Solar System Peshawar.
Thank you for Fronus Solar Energy 
#GeneralElectronicsandSolarSystems #Fronus #annualday #2023goals #AAPL #Alhamdulillah #Peshawar #Awards #Lahore 
https://facebook.com/GenElectronics?mibextid=ZbWKwL…"
WeAreDayTraders - Let the markets come 2 u,@WeAreDayTraders,2023-02-23T18:28:20.000Z,1,,,$AAPL #AAPL 134 coming soon #PlanYourTrades
Camilla,@Zippy_Fast332,2023-02-23T17:53:41.000Z,,,,"#ALDS is starting a bullish wave, so grab shares now to capture solid profits. #ALDS is going HIGH. $AT #AAPL"
Chameleon Options,@MC_OptionTrades,2023-02-23T16:56:41.000Z,1,,,$AAPL - AAPL Bearish Calendar Put Spread with 235% Upside  #AAPL https://marketchameleon.com/articles/i/2023/2/23/5852-aapl-bearish-calendar-put-spread-with-235pct-upside?utm_medium=Social&utm_source=Twitter&utm_campaign=bearish_calendar_spread_opportunity…
Mike Mike,@GoodVsEvil07,2023-02-23T10:53:22.000Z,,,,"#BBBY #AMC #APE #HYMC #AAPL #TSLA
#ProxyWar"
Adam,@adamunplug,2023-02-23T10:39:21.000Z,,,1,"Nous sommes arrivés à des niveaux de prix importants sur le #SP500 et #QQQ

Est-ce que les bulls en ont encore sous le pied après ce discours hawkish de la FED?

Où est-ce qu’#AAPL et #TSLA vont finir par lâcher et entraîner les marchés vers le bas avec eux?"
Pointed Investment,@Pointedinvest,2023-02-23T08:16:26.000Z,,,1,#AAPL $AAPL gotta love this chart
Alpha Trading,@AlphaTradingVol,2023-02-23T08:01:18.000Z,1,9,12,"https://tradingview.com/streams/dh6epzKBGm/… The dump 'n pump on #btc returns yesterday and today mean what for #sol #eth, other #crypto, and traditional market assets like #dxy #vix #spy #amzn #goog #meta #nflx #aapl #msft #gold etc? Watch the pre market open VEPS analysis at 9am US ET to find out!"
Moonwealth,@jai_all_day,2023-02-23T07:14:30.000Z,,,,"DOJI CANDLE ON THE $AAPL DAILY CHART - #AAPL chart on 
@TradingView"
NIGHTTIGER,@NightTiger_JPN,2023-02-23T06:02:17.000Z,,,,"前日比 +2.08ドル

#米国株投資記録
#投資初心者
#QQQ $QQQ
#VTI $VTI
#AAPL $AAPL
#CVX $CVX
#KO $KO
#MCD $MCD
#MNOV $MNOV"
Grime,@CoreyxTrades,2023-02-22T22:58:28.000Z,,,4,"$AAPL

Double top break down. If it can't retake resistance here then we could easily see $140 level

#stock #stockmarket #AAPL #Apple #QQQ"
メカタナ | エンジニア投資家,@mekatanamaya,2023-02-22T22:30:30.000Z,,,1,"おはようございます。 

Appleは+0.29%

一枚目：日足　移動平均
二枚目：日足　ポリンジャーバンド
三枚目：日足　一目均衡表
四枚目：月足　移動平均

#AAPL #Apple"
フィニット@ITエンジニア + 金融,フィニット@ITエンジニア + 金融,2023-02-22T22:00:32.000Z,,,,"#米国株 #AAPL
             companyName：Apple Inc.
            株価：148.91$
            値動き($)：0.43$
            値動き(%)：0.289%"
EA but not the sports,@AndreasErnesto,2023-02-22T21:13:20.000Z,1,,,"Focking the +=$ 
$AAPL #AAPL 
The trend is your fren ,  chasing Noooo YOLO ISHHH and play the Good Co. EZ $"
prgraf7o,@ozk7obist,2023-02-22T20:28:46.000Z,,,,"Apple Inc.
#aapl #Apple 
Ytd.."
Stock Dividend USA,@DividendUsa,2023-02-22T20:00:00.000Z,,,,https://youtube.com/watch?v=W12OwXBbNMM…  #AAPL #DXCM #News
MSP - Market Swing Player,@MarketSwingPlay,2023-02-22T18:55:31.000Z,,,,#AAPL $AAPL Apple nears bid to shake up glucose monitoring market – Bloomberg
J,@cortedehelado,2023-02-22T18:25:53.000Z,,,,"Tendrá un problema a largo plazo, 2025, porque creo que uno de sus clientes, del cual depende el 20% de sus ingresos #AAPL , va a fabricar sus propios microchips"
