Username,Twitter Handle,Timestamp,Comments,Retweets,Likes,Text
Cody,@cabjacoda,2023-02-06T14:53:11.000Z,,,,"$TSLA here? long #TSLA here? have you looked at the broader #market? 

#Shill"
Tesla To The Moon,@MoLa83032051,2023-02-06T14:52:04.000Z,,,,"Do you remember when you joined Twitter? I do! #MyTwitterAnniversary

Tesla is the best car company #tsla #elon"
حاذِق ّ,@Ya11555,2023-02-06T14:50:06.000Z,,,,"في حال اخترق 199$ 

#TSLA #السوق_الامريكي"
gondata,@gondataok,2023-02-06T14:48:51.000Z,,,,#GitHub #Python #Plotly #yfinance #pandas_datareader #pandas #finance #MPT #Markowitz #AAPL #KO #TSLA #Portfolio #Return #Volatility
Bulan_trader,@catatrader,2023-02-06T14:20:52.000Z,,,,#daytrading #TSLA #stocks $TSLA
APFK_ASIAN PICASSO.,@FLiPTek81,2023-02-06T14:14:46.000Z,,,,"@tinyreal
 @RealJuicyTradez
 $TSLA #TSLA"
FuturosDeCriptos,@CriptosFuturos,2023-02-06T14:11:00.000Z,,,,"Cancelen la IDEA que ya se ha dado parte del movimiento en #BTCUSDT 
Aguardemos por una nueva idea mañana
#trading #TradingView #tradingstrategy #BTC #ETH #BNB #DOT #XRP #Criptomonedas #CRIPTO #MERCADO #SP500 #TSLA #bearmarket"
masters,@lovelovegolf,2023-02-06T14:09:16.000Z,,,,一時期手放そうかと思ったけど、$TSLA が上昇気流に乗り続けてますね～。テスラの利益だけでテスラが買えるかチャレンジ！ #TSLA #テスラ
Alpha Trading,@AlphaTradingVol,2023-02-06T14:06:35.000Z,2,10,11,https://youtube.com/watch?v=qFIzwBeXJJM… Watch the Live Stream. Get your fresh hot VEPS analysis for #btc #eth #sol and other #crypto as well as trad assets like #spy #dxy #vix #qqq #tsla #amzn #meta #goog and more!
EvoScience,@evoscience2009,2023-02-06T14:04:20.000Z,,,1,"""Looks like Elon Musk has tesla'd the stock market again   Meanwhile, the rest of us are stuck in neutral  #MondayMood #TSLA #DowJones #StockMarket #ElonMusk #Tesla"""
TESLA BULL,@BestTrader01,2023-02-06T14:00:35.000Z,2,5,33,"$TSLA #TSLA = Dan Ives rates shares Buy. On Monday he raised his price target to $225 a share from $200.

https://barrons.com/articles/tesla-stock-china-elon-musk-tax-ev-electric-vehicles-51675688270#:~:text=Tesla%20delivered%20about%2066%2C000%20from,%24225%20a%20share%20from%20%24200…."
Businesblog,@Businesblog5,2023-02-06T13:59:13.000Z,,5,1,Tesla’s energy needs in Mexico https://businesblog.com/teslas-energy-needs-in-mexico/… #TSLA #Mexico
Joseph Holleman,@MagisterIR,2023-02-06T13:51:52.000Z,,,2,"Our longer term swing trading portfolio now consists of open long positions in #DXY and #TSLA and open short positions in #ES, #NASDAQ, #Bonds, #BTC, #Gold, #Silver, #CrudeOil and #Soybeans"
Immortal,@NoMofreedomm,2023-02-06T12:54:09.000Z,,,,"$TSLA #TSLA #TESLATRUCK 

$LCID #LCID $F $GM $MULN $RIDE"
Immortal,@NoMofreedomm,2023-02-06T12:52:33.000Z,,,,"$TSLA #TSLA #TESLATRUCK 

$LCID $F $GM $MULN $RIDE"
ルートン666,@ruton666,2023-02-06T12:50:21.000Z,,,1,なかなか200ドル突破できないテスラ株。200ドルを突破できれば暴騰しそうだけどなぁ。。いいニュースが連発してるから今日あたり超えてほしいところ。　#TSLA  #テスラ
Tesla Time,@superrichj,2023-02-06T12:44:43.000Z,,,3,"슬라야  $1,000한번 찍자! 
천쯤이야 갈 수 있잖어?
 $2,000~$3,000갈놈이 
$200이 머냐 쪽팔리게;;

#TSLA"
Fried Rice,@hsiang_lo,2023-02-06T12:42:59.000Z,,,,Will #TSLA going remain above $200?
Businesblog,@Businesblog5,2023-02-06T12:40:06.000Z,,5,6,Tesla Giga Berlin footage hints at upcoming appearance https://businesblog.com/tesla-giga-berlin-footage-hints-at-upcoming-appearance/… #TSLA #Tesla
ez,@4lyfe59,2023-02-06T12:25:51.000Z,,,,#TSLA about to pop at 730 !!!!
Wojciech Mazurkiewicz,@otoWojciech,2023-02-06T12:25:19.000Z,,,,"#TSLA #CyberTruck 
@Tesla
 nadjeżdża. Słuchajcie tego tajemniczego oddechu w tle. Zniewalający."
Alpha Trading,@AlphaTradingVol,2023-02-06T12:09:34.000Z,3,8,10,"Join our Live Streams on YouTube at https://youtube.com/@alphatradingvol… or in our Discord at https://AlphaTradingHQ.com/discord , #crypto twitter ... and get the best VEPS analysis whether you're #trading #btc #eth #dxy #spy #vix #tsla #amzn #aapl or any other #volatile asset"
Wagner Brasil sobre tudo.,@WagnerTesla,2023-02-06T12:06:54.000Z,,,1,Brace yourselves for a green Monday  #TSLA
"bk(,)",@BESTBK,2023-02-06T10:39:40.000Z,,,4,테슬라 계좌1 드뎌 양전 #TSLA
Auto Helpers,@helpers_auto,2023-02-06T10:33:55.000Z,,,,"Tesla Giga Berlin Hints at Upcoming Deep Blue Metallic Paint Rollout

More Info Here:
https://autohelpers.net/tesla-giga-berlin-footage-hints-at-upcoming-deep-blue-metallic-paint-rollout/…

#tesla  #teslanews  #teslaupdate  #news  #tsla"
sandra,@sandraDXB,2023-02-06T10:27:03.000Z,,,,"#ElonIsAFascist

#WeaponizedTwitter 

#tsla #tesla #fascism 

#Elon"
flashbangwizz,@flashbangwizz,2023-02-06T10:05:00.000Z,,,," @elonmusk
 #TSLA"
aDeL,@a_cin1,2023-02-06T10:03:56.000Z,,,,"$INPX
Bottom at $1.200 
Going to $3.00 today.


#spy 
#SPX
#UVXY . #apple . #SPX500 .#SpX .#TSLA .#VIX 
#AppleHis                                                             moves are crazy.  Its price is now cheap."
Leo Ma,@moka_bingsha,2023-02-06T10:03:01.000Z,,,,It's amazing to see the enthusiasm surrounding Tesla and Elon's accomplishments! The future looks bright for this company and I'm excited to see what more will come. #TSLA
Leo Ventures,@leoventuresllc,2023-02-06T09:53:47.000Z,,,2,Tesla..What Can You Say!! #tesla #tsla #stock #stockmarket #options #money #cars #tech #technology
ez,@4lyfe59,2023-02-06T09:13:05.000Z,,,1,"#AMC from 6.08 Friday to 6.40 10 min into the pre market at 4:10 am same with #TSLA $189-$195,, upp $120 first 10 min,  bummer is td ameliorate don't let me sell till 7 am..."
Justice,@hedgedogs69,2023-02-06T09:08:43.000Z,,,2,"TSLA SELL AND BUY AMC,BBBY
EASY. 
#TSLA,#AMC,#BBBY"
Joe Hansen,@joehansenxx,2023-02-06T09:04:24.000Z,,,2,"Tesla pre-market #TSLA $TSLA
193.19$ +1.69%"
topstonks,@topstonks,2023-02-06T09:03:20.000Z,,,,"$TSLA seeing sustained chatter on 4chan over the last few days

Via http://topstonks.com/stocks/TSLA?st_tsla…

#tsla    #4chan  #trading"
Pete Psi,@Psi2Psi,2023-02-06T09:01:08.000Z,,,,"#TSLA 
NO, Bad stuff happens on vacation.  
#askElon"
JAY_ J,@H_HAN_DOOBOO,2023-02-06T08:40:42.000Z,,,,토스 포인트 출금 테슬라 #TSLA 소수점 매수.
Ron Leckfor,@1LightwaveTech,2023-02-06T08:35:48.000Z,,,,"#TSLA 
@ElonMuskNewsOrg
 @TeslaBest
 @elonmusk
 @Tesla
 @truth_tesla
 @teslaownersSV
 @teslaeconomist
 @Teslaconomics
  @WholeMarsBlog"
m.i.a. in pololu,@miaInPololu,2023-02-06T08:29:24.000Z,1,2,4,"and current oligarch backed (eg Blavatnik...) Pelosi Ds #TSLA / lobbyist invested elites .. are enabling ..  the far right..  They're  in bed ..  with the same bad actors they performatively  soapbox against

living that Weimar R.. post perestroika life.. in Amerikkka"
Bored Exill 𝞹,@exillart,2023-02-06T08:21:55.000Z,,,1,#TSLA is awesome 
topstonks,@topstonks,2023-02-06T05:12:58.000Z,,,,"$TSLA working its way into the top 10 most mentioned on wallstreetbets over the last 7 days

Via http://topstonks.com/stocks/TSLA?st_tsla…

#tsla    #wallstreetbets  #stocks"
FrostyTrades,@MrFrostyTrades,2023-02-06T05:12:37.000Z,,,1,"Sometimes I long tops to feel something. Got back my stop loss trigger from earlier $100 trade on a Sunday night trading the #ES Mini #Futures #SP500  Good luck tomorrow you dengens! Off to bed.

#Spy #dji #Nq #Tsla ##AAPL"
strengthPlan,@strengthPlan,2023-02-06T04:39:35.000Z,5,1,13,"Charging options:

1. Charge at home $1-$2 a day
2. Charge at work for free
3. Charge at secret free chargers 41 miles per hour free
4. Supercharge $6-$8 off hours 

Choices are plentiful. Never pay $20-$30 again #tsla"
strengthPlan,@strengthPlan,2023-02-06T04:35:26.000Z,2,,20,Auto high beam is great  I never high beamed in ages. Automate everything stop doing things manually #tsla
Pi31415926535,@Pi314159tsla,2023-02-06T04:23:04.000Z,1,,1,"Just checked #TSLA design studio for Silicon Valley location, only 6 MYs available now for delivery… this was 40-50 before the IRA change. Only 24 M3s now, before was 50 (listing maximum)."
U Lei,@ulei526,2023-02-06T03:45:40.000Z,,,,"The idea go thought my brain first is the price of stock.
I am sick
#tsla"
Mike Fairbourn,@MFairbourn_TDA,2023-02-06T03:42:23.000Z,1,1,24,"Breaking down earnings performance #AAPL, #AMZN, and #TSLA

Not a recommendation"
The FinLaw Boy,@TheFinLawBoy,2023-02-06T03:38:46.000Z,,1,,Fed had a couple more rate hikes in the books than the market is pricing in. Jobs report too hot. Fed can’t risk under doing it for inflation to come back and become entrenched. Cash up and be patient! #stockmarket #fomc #tsla #fed #spy #qqq
【ゆびち】@NETA,【ゆびち】@,2023-02-06T03:38:36.000Z,,,,"テスラ、今夜も火柱あげるの？

#TSLA"
strengthPlan,@strengthPlan,2023-02-06T03:10:40.000Z,,,,The craziest thing is people never heard or seen FSD beta before like they never used the internet to search anything  they are blown away when they seen it but it is commonplace they just got to search it lol #TSLA
strengthPlan,@strengthPlan,2023-02-06T03:09:02.000Z,,,2,They got us: all FSD vids were fabricated and it doesn’t work at all lol  all my 50-75 vids were fakes  just really good video editing #TSLA
Alphatrader,@alphatrades7,2023-02-06T03:08:02.000Z,1,1,4,"#TESLA #TSLA 

 195 proving to be short term top in this name.

Next:

182 test and fail would take it to 173-169 zone

if 196 is taken out its heading to 240 

$spy $spx $aapl $msft $meta $nvda $baba $googl $goog $bmbl"
Leo Ma,@moka_bingsha,2023-02-06T03:04:02.000Z,,,2,"#Tesla

Wow, what other car has modes like that? It's amazing how Tesla can offer so much with the Turtle mode, Cheetah Mode, AI Mode, and Pretend You're Asleep mode. #TSLA #Tesla"
strengthPlan,@strengthPlan,2023-02-06T03:02:02.000Z,,1,9,"Anybody that says FSD beta doesn’t work they haven’t seen 
@WholeMarsBlog
 vids thus I have no respect for people that doubt FSD beta that means they didn’t do any research and are closed minded  #TSLA"
strengthPlan,@strengthPlan,2023-02-06T02:59:14.000Z,,1,1,"There’s multiple modes for a tesla:

Turtle  mode just chill out on the right lane
Cheetah  mode 0-60 3 seconds race every person out there and win  
AI mode FSD beta magic  mode, pretend your asleep  mode 

Gas car you only got 1 or 2 modes if your lucky #TSLA"
Get Rich Slow,@Discord_GRS,2023-02-06T02:51:24.000Z,,,1,"$TSLA #TSLA - broke a downtrend with decent earnings reported. There's a flat top set at 199/200 that will be a good level to play for an upside break. If momentum is there,  will be watching how well it holds 195 into 198. If 200 breaks, could have room to 205."
strengthPlan,@strengthPlan,2023-02-06T02:51:12.000Z,,1,4,I never drove a race car  before but driving a tesla is prob the closest thing to it. I have to purposefully drive slow bc it’s just too darn fast taking discipline and self control not to hit the pedal too hard #TSLA
matt mason,@bosshogzz,2023-02-06T02:07:26.000Z,,,,"Hit new drop!! #TSLA #ChineseSpyBalloon #Trending #MrBeast #ConspiracyTheories #FAFO #DonaldTrump 
@MrBeast
 #appl $appl $tsla $gme #FYP #PakistanBankrupt"
strengthPlan,@strengthPlan,2023-02-06T02:03:50.000Z,,1,4,If you been here when tesla stock went up 720% you are begging for tesla stock to go down 72% to buy the dip. People that seen tesla gains are not afraid of big dips we welcome them bc they are short and few #TSLA
strengthPlan,@strengthPlan,2023-02-06T02:00:45.000Z,,1,1,If you got uncomfortable when tesla fell 72% fun fact tesla falls 45-72% every year so you better toughen up bc it’s going to be a fun ride. Tesla always makes new all time highs #TSLA
Mr. Tucker,@Tuckerolexxx,2023-02-06T01:57:04.000Z,,1,1,"@Tesla
 #Autopilot #SelfDrivingCars #tesla #TSLA #short"
strengthPlan,@strengthPlan,2023-02-06T01:56:02.000Z,2,5,41,If you sold tesla at $104 your going to have to think what you will do next time when tesla falls 60% from $1000 to $400 will you panic sell then? If you can’t handle tesla drops you can’t handle the gains #TSLA
Leo Ma,@moka_bingsha,2023-02-06T01:49:25.000Z,,,,"That's a great point! It is important to remember that even when we do our research, it can be easy to become swayed by biased media. #TSLA"
Leo Ma,@moka_bingsha,2023-02-06T01:49:07.000Z,,,,That's inspiring! It's great to see that you are learning and motivated by what you have seen. It's also great to hear the perspective of someone who has both owned Tesla stock and driven a Tesla vehicle for several years. #BeInsprored #TSLA
strengthPlan,@strengthPlan,2023-02-06T01:47:09.000Z,7,2,40,I believe in Elon do you? Or you do believe what the media tells you even without any research or facts? #tsla
strengthPlan,@strengthPlan,2023-02-06T01:38:50.000Z,,1,10,I am not an expert whatsoever I am learning as much as anyone else. I am just highly motivated and seen riches be made from those holding tesla stock and share what I’ve learned from the 9 months of ownership of the car and 6 years ownership of the stock #TSLA
MarketMaven,@ashish75_in,2023-02-06T00:16:39.000Z,,,,"Perennial support for 
@elonmusk
 and #tsla"
sitawlegs,@stmuhgee,2023-02-06T00:05:23.000Z,,,,Greener than green! #TSLA
Leo Ma,@moka_bingsha,2023-02-05T23:59:48.000Z,,,,"""It's true that analyst estimates for 2023 Tesla earnings were too aggressive, but the recent price increase of the Model Y is reminding us to be mindful and consider other factors when making predictions. #TSLA"""
Jesse Dow,@JesseLeeDow1,2023-02-05T23:55:48.000Z,2,2,5,#Tesla is canablizing the U.S. market and soon the world. #TSLA
Arará K. Palma,@WILDLOVE_Tweet,2023-02-05T23:42:52.000Z,,,,""" Introducción al Trading totalmente Gratis!!    

#Doge #Trading #BTC #ETH #Crypto #XRP #Ethereum #DogeCoin #Bitcoin #TSLA #GOOG #WMT #Oil #Gold #AAPL #USDMXN #NatGas
$BTC $ETH $TSLA $GOOG $Oil $Doge $XRP #TikTok #TikTokViral"
Daniel Candal,@DanielCandal2,2023-02-05T23:36:52.000Z,,,,"Tesla
#TSLA
Tesla había formado un HCH y lo ejecutó de manera perfecta. Desde ahí empezó a recuperar y ahora llegó a una resistencia estática que había sido soporte en varias oportunidades desde diciembre de 2020."
Immortal,@NoMofreedomm,2023-02-05T23:27:12.000Z,,,1,"$TSLA #TSLA #TESLATRUCK 

$LCID #LCID #Lucid #LucidAir $F $GM $MULN $RIDE"
AMERICA'S BEST PATRIOT,@AlisonBoxxer,2023-02-05T23:26:34.000Z,,,1,"#ElonMusk told you all 4 months ago he was NOT SELLING MORE SHARES,,, , #conmanmusk   #TSLA $TSLA
Tesla newly discloses Musk stock-selling risk"
InvestingAngles,@InvestingAngles,2023-02-05T22:26:11.000Z,,1,,$TSLA = Weekly Analysis = 05.02.2023 = #TSLA #Tesla
strengthPlan,@strengthPlan,2023-02-05T22:22:39.000Z,2,2,18,Financial advisors are for lost souls that can’t even research themselves #TSLA
runningNYC7,@runningNYC7,2023-02-05T22:20:11.000Z,,,,I’ve seen worse from #tsla
ナオヤ,@Crptotrader4,2023-02-05T22:19:46.000Z,,1,8,"＄TSLA 

RSIが70以上から下落してきたら、毎回下落してることが分かります。
200＄がレジスタンスですが、突破できるのか注目

#米国株
#NASDAQ
#ナスダック
#SPX
#NDX
#QQQ
#S&P500
#株式投資
#株
#米国株投資
#レバナス
#TSLA"
topstonks,@topstonks,2023-02-05T22:12:00.000Z,,,,"$TSLA seeing an uptick in chatter on 4chan over the last 24 hours

Via http://topstonks.com/stocks/TSLA?st_tsla…

#tsla    #4chan  #trading"
Mr. Top pick Stocks,@agdufour,2023-02-05T22:10:13.000Z,,,1,"Please like it and share it and 
@elonmusk
 @Tesla
 will do it!  #Invest  #TSLA"
ロカボスタイル,@Lowcarb_Style,2023-02-05T22:05:16.000Z,,2,3,"他メーカーを圧倒するテスラの驚異的な利益率 https://lowcarb.style/2023/02/06/teslas-unrivaled-profit-margins/…

一台当たりの利益が9600ドルで、約1200ドルのトヨタのちょうど8倍
凄い

#テスラ #TSLA #利益率"
Sampath,@spakkal,2023-02-05T22:04:26.000Z,,,1,"@Zerosumgame33
 @TeslaBoomerMama
  @ICannot_Enough
 Nice video from Battery Scientist Jeff Danh research partially funded by #tesla. So grid battery business is 10X EV battery  according to #JeffDanh worldwide, So #tsla grid battery business could be bigger then the #EV business"
strengthPlan,@strengthPlan,2023-02-05T21:32:40.000Z,1,4,20,"If someone gave me a choice:

Get a free Camry or pay $35k tesla I would choose the $35k tesla all day long. It’s not about the car it’s about the experience and enjoying it everyday. Camry is the most boring car ever how do I know we had one #TSLA"
strengthPlan,@strengthPlan,2023-02-05T21:30:47.000Z,1,1,2,Tesla peeps are crazy about their tesla bc it’s like a secret  that no one knows. Teslas are the best vehicle/value/most fun you ever had and we want to scream  it from the top of our lungs until everyone knows #TSLA
strengthPlan,@strengthPlan,2023-02-05T21:29:13.000Z,,1,1,Buying a gas car is like buying a flip phone in 2009 and also paying a ton more money every month to maintain the flip phone. iPhones are clearly better but people are still stubborn. Be open you may love it like everyone else #TSLA
Sherry,@Sherry097344271,2023-02-05T21:24:30.000Z,,,,"How Tesla Would DOMINATE A 2023 Recession - CLIP #TSLA https://youtu.be/GR7jpYqR2oA via 
@YouTube"
Billy Campbell,@BillyCa77679533,2023-02-05T21:14:59.000Z,,,,"Ironically I made more money in 5 weeks then I made all year trading, by doing opposite of liberal advice on #tsla shares."
Leo Ma,@moka_bingsha,2023-02-05T21:05:15.000Z,,,,"This tweet is the perfect example of why #TSLA has revolutionized the automotive industry - with their cutting-edge technology, you don't have to worry about red lights anymore! "
Leo Ma,@moka_bingsha,2023-02-05T21:04:56.000Z,,,,That is awesome! #TSLA makes electric cars that are affordable and still have amazing performance. Driving 0-60 'all day long' sounds like so much fun! 
strengthPlan,@strengthPlan,2023-02-05T21:03:05.000Z,,1,5,Tesla 0-60’s in 3 sec are free. They don’t cost any more money. May increase tire  wear but it’s worth it. 0-60 all day long  #TSLA
strengthPlan,@strengthPlan,2023-02-05T20:59:19.000Z,1,2,12,"If not on FSD beta, I will 0-60 3 sec every green light I get bc they shouldn’t mess with a tesla. If I am the first car to a red light it’s game time  #TSLA"
strengthPlan,@strengthPlan,2023-02-05T20:57:28.000Z,,1,2,We have no secrets just buy tesla stock and hold on forever. We believed when no one believed #TSLA
strengthPlan,@strengthPlan,2023-02-05T20:56:49.000Z,1,4,15,"Tesla bears harbor incorrect facts, spread FUD, and feel some personal vendetta or pain. They may be jealous of Elon or tesla peeps making tons of $ on tesla stock and FSD beta’ing all day long lol. Could be education as well or they block out all the facts #TSLA"
strengthPlan,@strengthPlan,2023-02-05T20:54:43.000Z,,2,4,"There’s always going to be bears out there we can not convince them all. We just agree to disagree  maybe they feel hurt from Elon’s promises, have stock in another car company, loyal to some brand, they were wronged by a tesla fan somehow but they have to learn to let go #TSLA"
Leo Ventures,@leoventuresllc,2023-02-05T20:53:47.000Z,,,,Tesla..What Can You Say!! #tesla #tsla #stock #stockmarket #options #money #cars #tech #technology
U.S. Business News,@usbiznews,2023-02-05T20:17:09.000Z,,,1,"TSLA Stock - Tesla Stock Surging - Tesla's shares could recapture the $200 level 

Watch Video
https://youtu.be/nW1dxOGe8bA

Watch More News
http://youtube.com/@usabusinessnews?sub_confirmation=1…

#tsla #tslastockforecast #tslastockanalysis #tslastocktomorrow #teslastock #tesla"
がす ｜ テスラおじさん,@Gusfrin92486024,2023-02-05T20:13:02.000Z,,21,111,"テスラのダントツの利益率
https://visualcapitalist.com/charted-teslas-unrivaled-profit-margins/… #TSLA"
Gort,@d4t4wr4ngl3r,2023-02-05T20:03:47.000Z,,,,"@farzyness
 and 
@stevenmarkryan
 

How Tesla Would DOMINATE A 2023 Recession - CLIP #TSLA"
Nick Gausling,@NickGausling,2023-02-05T19:51:48.000Z,,,,"No idea what #TSLA will do, but #ARKK is currently trading around where it was 5 years ago, gross inflation. Why does anyone listen to celebrity investors? Fund management, politics & meteorology may be the only fields where you can be wrong almost all the time and keep your job."
Dio,@Dionysyn_,2023-02-05T19:51:28.000Z,,,,"5 Elon Moments - ""I wanna feel Maximum Human!""
#TSLA 
@elonmusk"
Gene Avakyan,@GeneAvakyan,2023-02-05T19:27:25.000Z,,,,"Wow - total opposite of my experience buying my Model 3. One visit, two calls, done. No service visits in the 6 weeks since. Best shopping experience for a car ever. Thanks 
@elonmusk
 ! #TSLA"
ابو حمدان,@binhamdan62,2023-02-05T19:24:10.000Z,,,,تسلا حقق نموذج كلاسيكي #TSLA
ابو حمدان,@binhamdan62,2023-02-05T19:21:23.000Z,3,,2,"سهم #TSLA قريب من مناطق عرض اسبوعيه نفكر بالبوت اذا دخل حمى البائعين 

#الأسهم_الأمريكية"
Trade Master,@trademaster_p,2023-02-05T19:02:53.000Z,,,2,"Trade log for the week. Hope you guys banked 
Have a nice weekend guys. Lets kill it again on Monday #TSLA #NVDA #SPX #META #QQQ"
𝐉𝐎𝐒𝐄𝐏𝐇,@xq_1001,2023-02-05T18:57:59.000Z,1,1,,"حياكم الله بالبث المباشر 
مع #رادار_السوق 
@saudsend
 
للاطلاع على الاوبشن و الكربتو  

#BTC #ETH #Crypto #SPX #TSLA #DOT"
Businesblog,@Businesblog5,2023-02-05T18:48:54.000Z,,7,8,Tesla preparing Silicon Valley office for AI talent https://businesblog.com/tesla-preparing-silicon-valley-office-for-ai-talent/… #TSLA
iTradePrice,@MommyTrades,2023-02-05T18:47:14.000Z,,2,4,"Weekly Market Commentary | Week starting Feb 2023 

https://youtu.be/z4URwwU7Tno

#AAPL #AMZN #TSLA #QQQ #SPY #MSFT #NVDA #NFLX #BA ..

#priceaction #plan #react"
Jay Trades,@Jay_Tradez,2023-02-05T18:46:52.000Z,,,,"At the end of the day, your long term effort will get rewarded. 

The question is how long are you able to swim without drowning? 

#trading #DayTrading #stockmarketcrash #stocks #StockMarket #Daytrader #TSLA $SPY"
Mig,@Mig15549734,2023-02-05T18:44:29.000Z,,,,"You didn't have to do this, you chose to. So no whining please. #TSLA"
Stan N,@stannabozny,2023-02-05T17:24:24.000Z,,2,,The Big Five #FAANG Stock and Sector Service is now posted for Sunday #AMZN #AAPL #FB #NFLX #TSLA #GOOGL and  Sector Funds - #IBB #IYR #XLE #XLE #XLF #XLK #XRT    (link: http://theartofchart.net)   #trading #investing #FinancialFreedom
topstonks,@topstonks,2023-02-05T17:21:33.000Z,,,,"$TSLA seeing sustained chatter on wallstreetbets over the last few days

Via http://topstonks.com/stocks/TSLA?st_tsla…

#tsla    #wallstreetbets  #trading"
Jesse Dow,@JesseLeeDow1,2023-02-05T17:11:35.000Z,,,3,"The #Cybetruck will have a wrap around view of the back of the car in it's rearview mirror, so you'll never need to use the side view mirrors. This will be the design used by every manufacturer in the NOT to distant future. #Tesla #TSLA"
Joseph Holleman,@MagisterIR,2023-02-05T17:04:55.000Z,,,,"Our longer term swing trading portfolio now consists of open long positions in #ES, #NASDAQ, #DXY, #Soybeans and #TSLA and open short positions in #Bonds, #BTC, #Gold, #Silver and #CrudeOil"
Gold-prediction.com,@Gold_prediction,2023-02-05T17:01:07.000Z,,,,"Hedge Fund Stocks Based on Genetic Algorithms: Returns up to 83.4% in 3 Days
https://iknowfirst.com/hedge-fund-stocks-based-on-genetic-algorithms-returns-up-to-83-4-in-3-days…

#tsla #ai #open #rdhl #bynd #cvna #upst #evgo #gme #wish #hedgefundstocks #stocks #stockmarket #stocktrading #investing #stockforecast #stockmarketpredictions #stockpicker"
I Know First AI Powered Predictive Algorithm,@IKFAdvisors,2023-02-05T17:01:07.000Z,,3,3,"Hedge Fund Stocks Based on Genetic Algorithms: Returns up to 83.4% in 3 Days
https://iknowfirst.com/hedge-fund-stocks-based-on-genetic-algorithms-returns-up-to-83-4-in-3-days…

#tsla #ai #open #rdhl #bynd #cvna #upst #evgo #gme #wish #hedgefundstocks #stocks #stockmarket #stocktrading #investing #stockforecast #stockmarketpredictions #stockpicker"
BlueMoonTrades (BMT),@BlueMoonTrades,2023-02-05T15:27:37.000Z,,,4,"Chart update for $TSLA #TSLA (Compare to previous)

Breakout, Big move and now hitting resistance at around $199. Next leg up after breaking and closing above that level 

OR expect a pullback to the previous breakout point at around $178 and the rise again"
topstonks,@topstonks,2023-02-05T15:21:17.000Z,,,,"$TSLA working its way into the top 10 most mentioned on wallstreetbets over the last 24 hours

Via http://topstonks.com/stocks/TSLA?st_tsla…

#tsla    #wallstreetbets  #investing"
Doctor Jack,@DoctorJack16,2023-02-05T15:03:20.000Z,4,8,67,"If you want useful charts and trends on #TSLA then follow 
@piloly
. This one demonstrates Tesla’s demand in Europe and they are just starting to ramp Giga Berlin!  $TSLA"
MSP - Market Swing Player,@MarketSwingPlay,2023-02-05T15:00:46.000Z,1,,,So we know Big Money bought near $104-110 #TSLA $TSLA
BGMCrypto,@bgm_fx,2023-02-05T14:59:32.000Z,2,,6,"TOP 10
#BTC #bsc #BUSD #Crypto #XRP #cryptoart #art #DeFi #Matic #stocks #altcoin #ETH #AVAX #web3 #Tsla #Airdrop #Binance #Cardano #ADA #Twitter #ElonMusk #NFT #BNB #NFTs #Doge #CRO #USA #AI #hodl #DC #USDT #SOL #SHIB #USDC #CHATGPT #FTX #FTT #DOT #SAFEMOON #LINK #EUR #CHZ"
MSP - Market Swing Player,@MarketSwingPlay,2023-02-05T14:54:55.000Z,,,,"For the average trader #TSLA moved $80.

For MSP Retest traders it moved $800. Wash, rinse, repeat. 

Breakout Retest 
Breakdown retest 
Breakout 
wash, rinse, repeat. Moved $800 to and fro!

That's where the money is at!"
LamaTesla,@YahalomU,2023-02-05T13:32:47.000Z,1,,3,"מסכים מאוד עם גארי 
@garyblack00
 

יש לעשות הפרדה בין #טסלה החברה.
ייצור, רווחיות, טכנולוגיות

ל #TSLA המנייה.
שלא בהכרח תשקף רציונל לביצועי החברה,
בטח לא בזמן קצר,
בטח לא בתקופות קשות לשווקים בכלליות

לאורך זמן ועם סבלנות,
#TSLA 
תגיב לביצועים בפועל ולתחזית להמשך הצמיחה של
#טסלה"
Fire kots,@kcots_f,2023-02-05T13:32:27.000Z,,,,That’s complete rubbish it’s not #tsla the badge is wrong and it’s a black smoke hydrocarbon explosion not a lithium reaction … get your facts straight and provide links to proof before spreading junk !
topstonks,@topstonks,2023-02-05T13:21:02.000Z,,,,"$TSLA was the 8th most mentioned on 4chan over the last 7 days

Via http://topstonks.com/stocks/TSLA?st_tsla…

#tsla    #4chan  #trading"
LazyDaz,@zadlazy,2023-02-05T13:02:37.000Z,,2,4,Lest they end up like #MMTLP #AMC #GME #NWBO #TSLA to name a few in the USA 
Tobias,@TobiTrad,2023-02-05T12:51:14.000Z,,,1,QuaLitY  $TSLA #TSLA #Tesla
Onu®,@TradeReis,2023-02-05T12:47:44.000Z,1,1,7,#tesla  #tsla  1 hafta önce düşeni kırmış ilk direncine gelmiş sıralı dirençleri belirttim
Businesblog,@Businesblog5,2023-02-05T12:47:04.000Z,,5,3,Tesla stock climbs on tax credit inclusion https://businesblog.com/tesla-stock-climbs-on-tax-credit-inclusion/… #TSLA
Meysam.nikpoo,@meysam2408,2023-02-05T12:09:05.000Z,1,,2,"Meysam.nikpoo
@meysam2408
·
54s
Replying to 
@meysam2408
#TSLA INC
If this is not an analytical masterpiece, then what is?
Thank you dear Elliot

The price dropped to $104(FULL TARGHET)

https://tradingview.com/x/nqZcx0wX/
@elonmusk"
