Username,Twitter Handle,Timestamp,Comments,Retweets,Likes,Text
ASuPrEmE,@ASuPrEmE01,2023-03-06T17:16:00.000Z,,2,16,"Power of winning small, losing small, winning big. 4 trades on the day 2 small red 2 nice wins = green P&L. Be a professional risk manager!! #SPY #TSLA #QQQ #AAPL"
Alphatrader,@alphatrades7,2023-03-06T17:14:55.000Z,,,1,"#TESLA #TSLA $tslaq

 195 now from last night's update

$spy $spx $aapl $msft $meta $nvda $baba $googl $goog $amd"
ベルサラン,@in_kahk,2023-03-06T17:14:49.000Z,,,,"他の車に乗ると、ほぼエンジン切り忘れ、ロックしないまま車から離れてしまう私がいる
#Tesla
#TSLA"
Ahmed.S..,@Yttw2311,2023-03-06T16:29:35.000Z,,,1,"#TSLA

نموذجين هارمونيك
فراشة ١٢٧%
خفاش ٨٨.٦
كلاسيك سميه اي نموذج كسر واعادة اختبار 
ثمن 

العودة اسفل 192 يأكد الأهداف بحول الله بنسبة كبيرة "
Drive Tesla,@DriveTeslaUS,2023-03-06T16:25:43.000Z,,13,80,"@Tesla
 sales in Germany jumped by almost 90%
#TSLA"
ベルサラン,@in_kahk,2023-03-06T16:24:43.000Z,,,1,"ミッションは全くブレていない
むしろ加速しているのが誇らしい
#Tesla
#TSLA"
Tesla,@deep_ocean86,2023-03-06T16:23:36.000Z,,,,"Whole market green, #tsla go red 
@elonmusk"
topstonks,@topstonks,2023-03-06T16:19:09.000Z,,,,"$TSLA working its way into the top 10 most mentioned on wallstreetbets over the last 7 days

Via http://topstonks.com/stocks/TSLA?st_tsla…

#tsla    #wallstreetbets  #trading"
Doctor Jack,@DoctorJack16,2023-03-06T15:43:14.000Z,5,5,57,"“Tesla wants to get to 20 million cars by the end of the decade, I just don’t see how that’s feasible.” 

#TSLA’s new mission - Accelerating the world’s transition to sustainable energy while constantly accomplishing what’s not feasible to others. "
Franco James,@iwillbuymodelS,2023-03-06T15:42:18.000Z,,,,I follow bears to get a better view of #tsla but turns out Political is just talking about share price everyday while Pabst is talking about demand issues over and over again.
EYES ON NEWS,@EYESON_NEWS,2023-03-06T15:34:17.000Z,,1,1,"GOOD MORNING FOLKS~
=4  = 3 

√√#APE 1.83 USD+0.0100 (0.55%)

√√#GME 18.98 USD+0.26 (1.39%)

√√#GNS 4.33 USD+0.70 (19.28%)

√√#MULN 0.23 USD+0.0098 (4.47%)

#AMC 6.56 USD−0.050 (0.76%)

#BBBY 1.44 USD−0.045 (3.02%)

#TSLA 195.87 USD−1.92 (0.97%)"
Businesblog,@Businesblog5,2023-03-06T15:28:37.000Z,1,7,10,"Musk sees the problem, so Tesla plans https://businesblog.com/musk-sees-the-problem-so-tesla-plans/… #ElonMusk #TSLA"
Anton Askling,@AntonAskling,2023-03-06T15:28:07.000Z,,,,"@GerberKawasaki
 is this is you? #TSLA"
baddriver2020,@baddriver20202,2023-03-06T15:27:34.000Z,1,,,"@elonmusk
 @garyblack00
 is on 
@CNBC
 pumping $TSLA.  Question.   So what happens to ALL OF the people including my son who just returned a 2019 #TSLA model S & renewed a leased on a #TSLA Model S LR??  They GOT RIPPED OFF  because 
@elonmusk
 lowered the price on his cars!! "
Stocksignal AI,@StocksignalAI,2023-03-06T15:04:50.000Z,,,2,"$SNAP #snap #snapchat picked by our AI last week, 18% gain here so far 

Pro trader performance made dead easy with AI   http://stocksignal.co

#stocks #StockMarket #trading #investing #StocksToBuy #OptionsTrading #NASDAQ #SPY #aapl #tsla $meta #amd $nvda"
Gornagraphic,@gornagraphic,2023-03-06T15:03:51.000Z,1,,,"I will say this is way bigger risk downside than upside here at 4060. 10 year yield now flying since open, vix holding green. I would not be in longs here, but I would never be in longs. Bad risk/reward setup for bulls. #trading #StockMarket #spy #spx #NASDAQ #TSLA #nvda"
Gornagraphic,@gornagraphic,2023-03-06T15:00:45.000Z,,,1,Tsla chain looks a little better but only if it can get below 195. Below 195 the bears will try to hold this one underwater as bulls will buy massive massive calls above 195. usually the bulls have been winning this short dated options battle #tsla $tsla
CryptoTreeMap,@CryptoTreeMap,2023-03-06T15:00:02.000Z,,,,"http://CryptoTreeMap.com

Stock market:
$0941.HK +3.23% 
$AAPL +2.13% 
$SAP +2.02% 
$NFLX +1.96% 

$BHP -2.78% 
$PALLAD -2.45% 

#0941.HK #AAPL #SAP #NFLX #BHP #PALLAD #TSLA #APPL #stocks #trading #investing"
화윤민,@yhye0503,2023-03-06T14:59:42.000Z,,,,#TSLA #금양
Gedik Yatırım,@GedikYatirim,2023-03-06T14:58:20.000Z,2,,3,"Bu hafta Uluslararası Piyasalar Araştırma Ekibimizin model portföyünde olan hisseler; #AAPL, #F, #TSLA, #OXY, #ULTA. Model Portföy, 31 Mayıs 2022’den bu yana 44,37% mutlak, 42,39% rölatif getiri elde etmiştir. 
Detaylar için  https://gdk.yt/NuvLx4"
Helixtrader36,@helixtrader36,2023-03-06T14:25:48.000Z,1,,,"Pre-market notes and plan completed for today at https://helixtrader36.blogspot.com. Looking forward to seeing how the day progresses! Will complete the post-day review soon. #SPY,#TSLA,#UNCY & #BBIO"
FOREX.com,@FOREXcom,2023-03-06T14:16:19.000Z,1,2,12,"US open:

#Stocks rise ahead of a key week for risk events
#TSLA rises after more price cuts
#USD holds steady ahead of Powell & NFP this week

Read more:
http://ms.spr.ly/60195UDeZ"
GIRGIRINA (CİHAN T.),@varantking,2023-03-06T14:15:34.000Z,,10,34,"#BANKOF NABÜNN 

#TSLA #VWAGN #AMZN #BMWAG 
#kozaa #kozal #sasa #asels #sise #ipeke #eregl #ereğli #krdmd #bist #bist100 #viop #oyakc #hekts  #asels #thyao #kchol #odas #sahol #toaso #thyao #pgsus #froto #petkm #toaso #froto #kchol #varant #viop #sasa #bist #borsa #varant"
Richard Hofman,@Rahraw999,2023-03-06T14:15:06.000Z,2,31,61,"Illegal Shorting of Stock MMTLP-TSLA and everyone https://youtu.be/Hpbynmxr_p0 via 
@YouTube
 #Mmtlp #tsla 
@farzyness
  @iamtomnash
  @heyitsyashu
 @HansCNelson
  @rodamn
 @GandalfWizz"
Fiona Cincotta City Index,@FionaCityIndex,2023-03-06T14:14:49.000Z,,1,1,"US open:

#Stocks rise ahead of a key week for risk events
#TSLA rises after more price cuts
#USD holds steady ahead of Powell & NFP this week

Read more:
http://ms.spr.ly/60125UDkK"
Bulan_trader,@catatrader,2023-03-06T14:01:59.000Z,,,1,#daytrading #TSLA #stocks $TSLA
Mike Mike,@GoodVsEvil07,2023-03-06T12:59:41.000Z,1,,,#TSLA stock could spike 30% this year...?
Oscar Caraballo,@OscarCC27,2023-03-06T12:54:40.000Z,,1,4,Tesla recorta los precios de los Model S y Model X de EE. UU. para impulsar la demanda #TSLA
knowledge is Power,@Blackactivist37,2023-03-06T12:49:56.000Z,,,,"You know how I feel about Mondays!! Good morning, let's get to the money!!
$GOOG
#TSLA 
#SPY"
topstonks,@topstonks,2023-03-06T12:40:28.000Z,,,,"$TSLA was the 3rd most mentioned on wallstreetbets over the last 24 hours

Via http://topstonks.com/stocks/TSLA?st_tsla…

#tsla    #wallstreetbets  #stockmarket"
Businesblog,@Businesblog5,2023-03-06T12:35:24.000Z,3,5,4,"Tesla Destroyed By Crash With Box Truck, Repair Bill Is Shocking https://businesblog.com/tesla-destroyed-by-crash-with-box-truck-repair-bill-is-shocking/… #TSLA"
BigFuture,@bigliu,2023-03-06T12:32:58.000Z,,,,#HODL Bellwether. #nvda #tsla #AI
潮高先生Mr_ChaoG,@Mr_ChaoG,2023-03-06T12:32:52.000Z,1,,,追随者这一层级只有一家公司，就是长期因“全自动驾驶”和自动驾驶技术而遭到抨击的 #特斯拉 。在Guidehouse 2020年和2021年的评比中，特斯拉也因类似的原因排名垫底。#tsla #ElonMusk
BTC太郎(Taro),@US_Stock_BTC,2023-03-06T11:16:11.000Z,,,1,"#tsla #lcid #ffie #rivn
今日も強気"
Oracle Investments,@oracletim1,2023-03-06T11:09:26.000Z,4,2,35,"The “I don’t wanna” was strong this morning. But I was stronger. During my workout the “I can’t do another rep” was strong. But I was stronger. The internal struggle was real, but I fought it off and won. Be stronger than your doubts. #trending #viral #Tesla #beachbody #TSLA…"
braque,@mpebe1,2023-03-06T11:01:16.000Z,,,,"La fille, c’est #TSLA. Un jour, cette boîte dégueulasse sera déchiquetée. "
Oracle Investments,@oracletim1,2023-03-06T10:56:20.000Z,2,,13,Monday morning wake up. Make good shit happen. #health #trending #viral #Tesla #beachbody #TSLA #motivation #waterfall #nature #TeslaStock #toughlovetim #fitness #oracleinvestments #advice #spartan #bodi #timspiration
Franco James,@iwillbuymodelS,2023-03-06T10:50:20.000Z,,,,"So far, #tsla is the only company which i know that has a large amount of blind bulls and bears."
Oracle Investments,@oracletim1,2023-03-06T08:49:02.000Z,4,,9,Day 8: old and tired #health #trending #viral #Tesla #beachbody #TSLA #motivation #waterfall #nature #TeslaStock #toughlovetim #fitness #oracleinvestments #advice #spartan #bodi #timspiration #dadjokes #jokes
Drive Tesla,@DriveTeslaUS,2023-03-06T08:30:20.000Z,,5,50,"Tesla cuts U.S. Model S and Model X prices between 4% and 9%
@Tesla
 #TSLA"
Leo Ma,@moka_bingsha,2023-03-06T08:08:53.000Z,,,,"It's amazing how #Tesla has revolutionized our lives! Going from ""gas days"" to ""Tesla days"" is like experiencing a new way of living. We have been awoken to a new level of convenience and sustainability. #TSLA"
Dragon's Eye Charts,@Dragonseye,2023-03-06T08:03:13.000Z,1,,3,$TSLA #TSLA #Tesla
strengthPlan,@strengthPlan,2023-03-06T08:02:14.000Z,,,3,"Everyone is still living in the past. There is a new way to life. A better/easier way, a cleaner way, a tech-led way, a more satisfying way #TSLA"
strengthPlan,@strengthPlan,2023-03-06T08:00:13.000Z,1,2,12,The best days of your life are the tesla days. Your life is never the same anymore. Your life is divided up from gas days and tesla days. It is an awakening  #TSLA
strengthPlan,@strengthPlan,2023-03-06T07:53:10.000Z,,,2,Journey of life is crazy never go back in time ever lol. Wisdom > pain of the past. Going through pain once is enough. When they ask you what age is the best age just say the present is the best age. 20’s = poor and making mistakes #tsla
Businesblog,@Businesblog5,2023-03-06T06:59:45.000Z,1,5,6,5 Ways The Apple Car Could Be Better Than Tesla https://businesblog.com/5-ways-the-apple-car-could-be-better-than-tesla/… #TSLA #Apple
Wojciech Mazurkiewicz,@otoWojciech,2023-03-06T06:41:04.000Z,,,,Trochę mamony zostanie w kieszeni. #TSLA w  obniża ceny.
JGTheRealtoR831,@JGTheRealtoR831,2023-03-06T06:40:37.000Z,,,2,#AMC #TSLA Partnership 
Wagner (Tesla is CHOAM),@WagnerTesla,2023-03-06T06:25:08.000Z,,,1,"The road to 20 million vehicles (fully ramped):
1 Freemont 1mi
2 Shanghai 2mi
3 Austin 3mi
4 Berlin 2mi
5 Monterrey 4mi
6 Canada 1mi
7 Indonesia 1mi
8 India 2mi
9 USA 3 2mi
10 China 2 2mi
Total: 20 million.
Very possible for Tesla. #TSLA"
Lioness_Pride,@_rentavista8,2023-03-06T06:24:47.000Z,,,1,"for sure.. rebranding, Migration and ETH bridge, much more soon..  Buy now before rebranding..  Use reffral code and save ur 2% tax..Set slippage at 14% and use BNB... #Crypto #dogecoin #doge #TSLA #btc"
Andres Re,@Andres_Reibel,2023-03-06T04:58:42.000Z,,,,Can  you imagine that #TSLA will turn all of this into sustainable energy? Can you imagine the value creation?
topstonks,@topstonks,2023-03-06T04:58:28.000Z,,,,"$TSLA one of the most mentioned on wallstreetbets over the last 24 hours

Via http://topstonks.com/stocks/TSLA?st_tsla…

#tsla    #wallstreetbets  #investing"
strengthPlan,@strengthPlan,2023-03-06T04:56:10.000Z,1,,7,"""Competition is coming"" analysts need to be fired for spreading false rumors and deceiving investors for years. Find every analyst video and they should be held accountable. I don't go on mainstream media and lie and nobody else should  #tsla #elonmusk"
strengthPlan,@strengthPlan,2023-03-06T04:54:08.000Z,,,,"Gas cars = extinct soon (Every company)
EV high end = barely any sales (Lucid, Rivian)
EV mid tier = current (Tesla, Ford, Hyundai)
EV economy = next (Tesla)
Semi autonomous = current (Tesla)
Fully autonomous = next (Tesla)

Catch up to Tesla...good luck I don't think so #tsla"
Furu Alerts,@furualerts,2023-03-06T04:50:20.000Z,,,,"User LAVAoption first mentioned Tesla (TSLA) in Dec at $164.18. Now, it's up 20.73% to $198.21! User is eyeing a potential run to $220. #tsla #stockmarket #investing"
iPhoneCyborg MD,@drew95ca,2023-03-06T04:22:19.000Z,,,,"If one applied same feeling term “dreary “ with many persistent ideas , statements and postures taken by other politicians you DO resonate with , you would have to apply this trait or sign to them also… but perhaps you still wouLD not ? Why?      #tsla"
Sertem Alkır,@sertemalkir,2023-03-06T04:18:45.000Z,1,1,5,"Tesla son gelen ek gümrük vergisinden sonra Türkiye’deki yatırım kararlarını yeniden gözden geçiriyor. 
Tesla Türkiye CEO’su Kemal Gecer de ek vergilerin Tesla’nın Türkiye’deki planlarını olumsuz etkilediğini ifade etti.

#TSLA"
strengthPlan,@strengthPlan,2023-03-06T04:17:43.000Z,,,,"I paid $12,000 for my FSD beta over 6 years loan = $166 a month. Subscription = $199 a month. Plus I get to keep my FSD beta forever. Buying > subscription #tsla"
strengthPlan,@strengthPlan,2023-03-06T04:15:18.000Z,,,1,"2022 was the right time to be bearish on the market. 2023 is not the right time to be bearish. All negatives are already known, expectations low, and more likely for upside suprises #tsla"
がす ｜ テスラおじさん,@Gusfrin92486024,2023-03-06T04:08:13.000Z,1,6,37,"テスラは、3月1日で電気自動車の累計生産台数が400 万台に達したと発表しました。
最初の100万台の電気自動車を生産するのに12年かかりましたが、最新の100万個台(300万から400万台) の生産には7か月しかかかりませんでした。
https://insideevs.com/news/655631/tesla-4000000th-vehicle-produced/… #TSLA"
Stas,@Stas70699731,2023-03-06T04:05:38.000Z,,,,#TSLA
Leo Ma,@moka_bingsha,2023-03-06T03:48:56.000Z,,,,Impressive! Tesla's Autopilot system proves itself more and more each day! #TestCompleted #TSLA #Tesla
strengthPlan,@strengthPlan,2023-03-06T03:43:22.000Z,,3,12,Tests completed nothing to prove to Dan O Dowd. I put objects in the road myself and Tesla always navigated around them  #TSLA
topstonks,@topstonks,2023-03-06T01:47:48.000Z,,,1,"$TSLA seeing an uptick in chatter on 4chan over the last 24 hours

Via http://topstonks.com/stocks/TSLA?st_tsla…

#tsla    #4chan  #daytrading"
Furu Alerts,@furualerts,2023-03-06T01:45:13.000Z,,,,"Tesla (TSLA) is a consumer cyclical stock in the auto manufacturing industry. On 2023-03-06, it was trading at $198.21, up from $194.4 on 2023-02-24. #TSLA #TSLAQ #AutoManufacturing #StockMarket #Investment"
Gabriel Gonzalez,@Gabriel94681573,2023-03-06T01:25:13.000Z,1,,1,#SCHD. #VOO. #JEPI. #DGRO. #TSLA. In that order for me.
Furu Alerts,@furualerts,2023-03-06T01:24:31.000Z,,,,"Tesla (TSLA) is trading at $198.21 ahead of its investor day. notmrmanziel predicts a fake-out breakdown or dead cat bounce. Weekly candle closed above key 197 support, suggesting a big move is coming. Will the market deliver? #TSLA #Tesla #StockMarket #Investing #InvestorDay https://twitter.com/1338306457511600130/status/1632551787340210189…"
Laurent Lequeu,@LLequeu,2023-03-06T00:59:48.000Z,1,1,4,"#Tesla is the new #MEME #stock as retail investors have spent a net $13.6 billion on #TSLA shares in 2023, approaching the record sum of nearly $17 billion for all of last year."
Furu Alerts,@furualerts,2023-03-05T22:55:52.000Z,,,1,"KirkSpano's prediction came true! Tesla (TSLA) stock is up 3.95% since his post on March 2nd, now trading at $198.21. #investing #stocks #Tesla #TSLA #FederalReserve #inflation"
"SPY-stradamus (a.k.a ""carlito"")",@SPYstradamus,2023-03-05T22:53:21.000Z,1,1,1,"Hey everybody!

I've taken a look at the #SPY / #SPX options market for every day this week and wrote an article about what I'm seeing for every day, with clear price targets! 

My Sunday Session is dropping in just a few minutes! 

#ES_F #Bitcoin #VIX #QQQ #TSLA #MOASS"
strengthPlan,@strengthPlan,2023-03-05T22:52:01.000Z,1,,2,Rush hour traffic is relaxing with FSD beta. I love rush hour traffic now #TSLA
𝕀ℕ𝕍𝔼𝕊𝕋𝕆ℝ™,@teslanomics2023,2023-03-05T22:43:10.000Z,,,,"Chances are, you have something expired in your Refrigerator! 
Don’t forget #TSLA  
#BuyTheDip"
Steve Prk,@THE_SPARK88,2023-03-05T22:35:08.000Z,,,,#TSLA
Kendall,@KReichley,2023-03-05T22:34:31.000Z,,,2,New video by Oracle Investments: Oracle Income and Investments for Feb 2023! TSLA FTW!! #TSLA #TeslaStock #Tesla
Scott Hignite,@scotthignite,2023-03-05T21:34:57.000Z,,,,Every legacy auto CEO when talking about Tesla just a few years ago. $tsla #Tesla #TSLA
EWF Rafael,@EWFRafael,2023-03-05T21:32:51.000Z,1,,,"If you are new here you can always try our forecasts for 14 days before normal membership. Try our full service for only $9.99 including Live Trading room at: https://elliottwave-forecast.com/amember/go.php?r=32288&i=l3…
#Elliottwave #SPX500 #Bitcoin #Crypto #XAUUSD #NASDAQ100 #forextrading #EURUSD #TSLA #StockMarket"
dlperso,@dlperso,2023-03-05T21:08:28.000Z,,,,Fake. You know it. You can sell your #TSLA
Jon Williams,@JonMWilliams,2023-03-05T20:35:32.000Z,,,,"Less sure about this....Lucid are having demand issues....of course at hypercar level you'd be right, but that is a distraction for #TSLA and arguably wrong to chase right now. Of course a halo car is good, but the #plaid should do for now....
@Tesla"
Wagner (Tesla is CHOAM),@WagnerTesla,2023-03-05T20:35:32.000Z,1,,1,"Not possible. In any way, 1% of that would make us rich beyond our wildest dreams. #TSLA"
Lucidnaire,@investyoung,2023-03-05T20:20:47.000Z,,,1,"$lcid $tsla In this video I go over my trades on $TSLA for February 2023 #tsla #optionstrading .

#tsla #tsla_stock_analysis  #options #optionselling #coveredcalls

https://youtu.be/2BXHLBA_ruY"
St. Elno’s (Dumpster) Fire,@CuervoBorracho,2023-03-05T20:14:43.000Z,,1,6,"Why does this remind me of $tsla fanboys after a Musk presentation ? 

#tsla #tslaq $tslaq"
Furu Alerts,@furualerts,2023-03-05T17:55:05.000Z,,,,"MetacriticCap has noticed a 62.33% gain in Tesla, Inc. (TSLA) since he first mentioned it back in January. The stock has gone from $122.1 to $198.21 today! Is it time to invest in the automotive industry? #TSLA #investing #finance #stockmarket"
le musketaire noir,@thomasdaligou,2023-03-05T17:28:54.000Z,,,,History does not repeat itself but it rhymes #tsla
Krypto Kommando™,@KryptoKommando,2023-03-05T17:22:51.000Z,1,,,"From the 1W perspective, price is blocked rom going any higher at the 62 EMA (in orange) while at the same time finding support at the 5 and 9 EMAs. Last week was an equilibrium candle, so the market is about to make up its mind about #TSLA soon.

Smart Money reportedly selling."
Krypto Kommando™,@KryptoKommando,2023-03-05T17:22:49.000Z,1,,,"From the 1M perspective, #TSLA made a massive recovery from its stupendous crash in late 2022. However, even though price now has firm support at the 62 EMA, it’s also being capped at the 9 EMA.

The test for support or another dump will form around $165."
Sapphire,@SapphireTrades_,2023-03-05T17:20:39.000Z,,2,4,"#NQ_F Weekly Plan 

KEY LVL: 12,339 / 12,150  

~ Above 12,339 we may see a 
test of 12,420/475/560

~ Below 12,150 we can see 12,050 
a break of 12,050 can lead to 11,838/760

#ES $ES $ES_F #ES_F #SPY $SPY #SPX $SPX #NDX $NDX $AAPL #TSLA $NQ"
Stan N,@stannabozny,2023-03-05T15:53:48.000Z,,1,,The Big Five #FAANG Stock and Sector Service is now posted for Sunday #AMZN #AAPL #FB #NFLX #TSLA #GOOGL and  Sector Funds - #IBB #IYR #XLE #XLE #XLF #XLK #XRT    (link: http://theartofchart.net)   #trading #investing #FinancialFreedom
,@onejstchillin,2023-03-05T15:48:24.000Z,,,,#TSLA $TSLA #Tesla #sundayvibes
Nicholas J. Nicastro,@donniccolo,2023-03-05T15:47:39.000Z,,,,"Congrats, 
@SawyerMerritt
, well deserved

Anyone who enjoys a reasonable take on #TSLA should give Sawyer a follow "
InvestingAngles,@InvestingAngles,2023-03-05T15:23:58.000Z,,1,1,$TSLA = Weekly Analysis = #TSLA
Yoona,@lastadam,2023-03-05T15:23:46.000Z,,,12,$TSLA #TSLA 1 month prediction 
테슬라를든강아지,@Underline_oys,2023-03-05T15:01:57.000Z,1,,1,"테슬라2 도지1 비율로 12년 장기투자에 관한 계획을 지금방금 수립하였습니다.
#tsla #Dogecoin #장기투자"
Leo Ventures,@leoventuresllc,2023-03-05T13:23:47.000Z,,,,Tesla..What Can You Say!! #tesla #tsla #stock #stockmarket #options #money #cars #tech #technology
lucid Veritas,@crypto_tuxido,2023-03-05T13:23:35.000Z,1,,,#TSLA
Businesblog,@Businesblog5,2023-03-05T13:23:28.000Z,,6,9,Tesla demonstrates the “world’s first” system https://businesblog.com/tesla-demonstrates-the-worlds-first-system/… #TSLA
C P MEGA PARSEC,@TeslaChilean,2023-03-05T13:03:15.000Z,3,2,23,#amc #ape #tsla #hycm
Doctor Jack,@DoctorJack16,2023-03-05T12:47:48.000Z,1,12,68,"Safety! Tesla safety! 

There’s a reason why Tesla’s are the safest vehicles ever made. Why would you put yourself or loved ones in any other vehicle for this reason alone? 

Safety + Health = True Wealth 

#TSLA $TSLA"
Businesblog,@Businesblog5,2023-03-05T12:15:58.000Z,,4,5,Tesla gives discounts on new cars https://businesblog.com/tesla-gives-discounts-on-new-cars/… #TSLA
Francisco Valderas Santos,@FranciscoVST,2023-03-05T12:12:27.000Z,,,1,"""
@Tesla
 #ModelXPlaid gaps 
@Ferrari
 488 Pista in insane #dragrace. A #TeslaModelXPlaid and a #Ferrari 488 Pista went head to head in a drag race on French TV this morning, showing just how fast the family-sized #electricSUV is"" #TSLA  #MuskGroup #ElonMusk"
부쟈,@vooja2034,2023-03-05T10:31:27.000Z,,,1,"일요일 오후에 읽고 있는 책.
‘일론머스크 미래의 설계자’ 라는 책보다 훨씬 보기 쉽고 크게크게 요약해서 쓰였다.
읽을수록 일론머스크를 응원하게 된다.
#테슬라 #일론머스크 #스페이스X #TSLA"
Furu Alerts,@furualerts,2023-03-05T10:15:59.000Z,,,,"Tesla's stock $TSLA has seen a 3.2% jump since Feb. 14th, likely due to the European Parliament's ban on new sales of petrol/diesel cars by 2035. It closed at $195.99 and is now at $198.21. #Tesla #TSLA #Investing #StockMarket"
LLB_MCMLXXIII,@BLL_1973,2023-03-05T10:11:33.000Z,,,2,"Bene Calenda, di questo passo arriverai, pure se inconsciamente, a rivalutare il genio di #elon_musk #TSLA"
RDEAccionesUSA,@RDEAccionesUSA,2023-03-05T10:04:00.000Z,,,,"Otro problema para Tesla: llama a revisión a casi 3.500 modelos Y por desajustes en los cinturones https://cincodias.elpais.com/companias/2023-03-04/mas-problemas-para-tesla-llama-a-revision-otros-3470-modelos-y-por-desajustes-en-el-cinturon-de-seguridad.html?ssm=TW_CC… via 
@cincodiascom
 
#TESLA #TSLA $TSLA #NASDAQ100  
#automovilistica #cocheelectrico
Más sobre Tesla en http://bit.ly/2uJA1TB"
ひろいこころで,@Stcra186,2023-03-05T10:03:24.000Z,,,5,"#TSLA 取引先発覚で話題になったNPC、時価130億〜下げトレンドブレイク
貸借0.14倍って大丈夫？www"
Hαρρყ Mαɳ,@mindkey808,2023-03-05T07:26:57.000Z,,,1,"레거시업체들이 대중들을 속이고 뒤로는 #TSLA 매수하고, 얼마나 좋은가,,싸게 구매할 수 있구.....

결국 시간이 답이두 노이즈에 속지말자..

비관뉴스는 항상 그럴듯해보인다"
GreatGhost99,@GreatGhost99_CM,2023-03-05T06:56:14.000Z,,,,"#TSLA Tesla Investor Day: this is an example of an investor day ran by engineers instead of PR of a company. No fancy stuff, bland & boring. But if you look under the skin, you can see how they will build the company."
Leo Ventures,@leoventuresllc,2023-03-05T06:53:47.000Z,,,,Tesla..What Can You Say!! #tesla #tsla #stock #stockmarket #options #money #cars #tech #technology
KANS Capital - Mind The Gap,@KansCapital,2023-03-05T06:25:33.000Z,,,3,Mind boggling returns! I think there is still a looong way to go...up for #TSLA
banaodaklan,@Makarabuy,2023-03-05T06:20:07.000Z,,,1,#tsla #varant
gamemaker,@gamemaker_ftwr,2023-03-05T05:58:59.000Z,,,2,"Tesla=ewt
Alle Top-Aktienbesitzer von #TSLA, GOOGLE, IBM, Shell, BP, Exxon, JPm, blackrock, apple, amazon, msft, netflix, duke energy, etc, schau dich um, #EWT ist ""Partner/gebaut von/mit, 100 Orgs, ngo, und gov, etc, "" es ist alles eins #energywebtoken 
@elonmusk"
Manoj Maheshwari,@Hey_Manoj,2023-03-05T05:58:16.000Z,,,,#Bullish in the next week. -  Three #US charts that can give a good upside next week #TSLA #Meta #NQ!
Randy,@rhoBEDS,2023-03-05T02:06:43.000Z,,,,"Was this a glitch in the matrix?

#TSLA"
Alien Dreadnought,@A_Dread_Nought,2023-03-05T02:00:44.000Z,,,,Praise the #TSLA
Doctor Jack,@DoctorJack16,2023-03-05T01:58:10.000Z,,2,6,"Great video by 
@heydave7
 on what Tesla’s plans are for the Mexico plant. Makes sense. #TSLA $TSLA"
Espen Soerensen,@Eppsorn,2023-03-05T01:25:55.000Z,,,,"I refuse to invest in real estate, as I am ideologically inclined to not profit from a system that depends on inflating the currency. Inflation deletes the poor.

I’d put all my money in #tsla. 

#BitcoinFuture"
Leo Ma,@moka_bingsha,2023-03-05T01:14:02.000Z,,,,"I agree, Tesla will remain the leader in EV innovation and be a trailblazer for other companies. It's great to see that Tesla is likely to take a significant market share of the global EV industry. #tsla"
strengthPlan,@strengthPlan,2023-03-05T01:12:20.000Z,1,1,12,People got the story wrong competition won't kill Tesla. Tesla will remain the leader and companies will coexist. Tesla will take the majority 25%-50% global EV share and the rest will fight for the remainder #tsla
𝐃𝐞𝐥𝐨𝐫𝐢𝐬.𝗯𝗻𝗯.𝗯𝘁𝗰,@deloris888,2023-03-04T23:57:12.000Z,,,,"特斯拉 ( $TSLA ) 股價上漲 69%，成為 2023 年表現最佳的標普;P 500 股票  #SP500 #TSLA 

Tesla (TSLA) Shares Up 69% to Become Best-Performing S&P 500 Stock in 2023"
Terry Cormier,@DCStars,2023-03-04T23:45:25.000Z,1,,7,"Good morning. Picked up new #Tesla model 3 from detailer yesterday. Car Beauty IIC in Chiba did an amazing job! Saw three more Teslas there having same thing done. Highly recommend for #Japan Tesla owners. #TSLA 
#テスラ"
PyraWeb Charts,@PyraWeb1618,2023-03-04T23:33:29.000Z,1,,3,$TSLA #TSLA PyraWeb 432 min.  Recent candle body gap up testing the wall from underneath.  This whole wave up is riddled with gaps.
strengthPlan,@strengthPlan,2023-03-04T23:32:13.000Z,,1,2,"One rec center near me is $300/yr for senior citizens I calculated that to be $25/mo pretty much $1 a day. That is a steal $1 a day to workout, run, shower, stretch, basketball, volleyball, swimming, etc what a steal for $1. Tell all your family members to join rec centers #TSLA"
Ken Standfield (CryptoTradingKS.eth),@StandfieldKen,2023-03-04T23:26:44.000Z,2,5,20,"Hi Fam! I hope you are having a great day/night!

E826: 
#Gold & Inverse real rates. 
#Tesla (#TSLA) key levels (CTKS Method)
#Bitcoin (#BTC) key levels (CTKS Method)
#Siacoin SC Trade 
#Trading/#Investing Mindset hacks"
Leo Ma,@moka_bingsha,2023-03-04T23:24:52.000Z,,,,"#TeslaSummon would be an awesome feature! This would allow car owners to save energy, time and money. #elonmusk certainly has the capacity to make it happen! #TSLA #tech"
Wojciech Mazurkiewicz,@otoWojciech,2023-03-04T21:00:48.000Z,,,1,"Dam Ci rabat, bierz chłopie #TSLA"
media55,@_escudoderoble,2023-03-04T20:52:17.000Z,,,,"#SPX #SP500 #TESLA #TSLA

Otra operativa que estoy detrás de ella , abriremos short en Tesla con bastante apalancamiento, hay que entrar en el momento preciso 
Con #Bingx "
